date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:47	33778/33778	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:15:47%20GMT	https://www.muso.com/magazine/muso-names-kobalt-entertainment-as-italy-partner/	www.muso.com/magazine/muso-names-kobalt-entertainment-as-italy-partner/index.html	(from https://www.muso.com/category/press-release/page/2/)
15:45:49	170284/170284	---M--	200	added ('OK')	image/jpeg	etag:%2259c2341b-2992c%22	https://www.muso.com/wp-content/uploads/2014/03/shutterstock_221850130.jpg	www.muso.com/wp-content/uploads/2014/03/shutterstock_221850130.jpg	(from https://www.muso.com/category/press-release/page/2/)
15:46:48	33234/33234	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:15:49%20GMT	https://www.muso.com/magazine/muso-welcomes-new-head-of-music-services/	www.muso.com/magazine/muso-welcomes-new-head-of-music-services/index.html	(from https://www.muso.com/category/press-release/page/2/)
15:46:49	33560/33560	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:15:50%20GMT	https://www.muso.com/magazine/muso-launch-major-innovations-against-piracy-at-miptv/	www.muso.com/magazine/muso-launch-major-innovations-against-piracy-at-miptv/index.html	(from https://www.muso.com/category/press-release/page/2/)
15:46:49	34035/34035	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:15:50%20GMT	https://www.muso.com/magazine/new-anti-piracy-technology-to-revolutionise-dance-world/	www.muso.com/magazine/new-anti-piracy-technology-to-revolutionise-dance-world/index.html	(from https://www.muso.com/category/press-release/page/2/)
15:46:49	34020/34020	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:15:50%20GMT	https://www.muso.com/magazine/muso-pushes-boundaries-again-with-anti-piracy-technology-at-sxsw/	www.muso.com/magazine/muso-pushes-boundaries-again-with-anti-piracy-technology-at-sxsw/index.html	(from https://www.muso.com/category/press-release/page/2/)
15:46:50	40421/40421	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:16:50%20GMT	https://www.muso.com/category/press-release/page/3/	www.muso.com/category/press-release/page/3/index.html	(from https://www.muso.com/category/press-release/page/2/)
15:46:51	40341/40341	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:16:51%20GMT	https://www.muso.com/magazine/page/4/	www.muso.com/magazine/page/4/index.html	(from https://www.muso.com/magazine/page/3/)
15:46:52	2565/2565	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:16:51%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-retune-press-release%2F	www.muso.com/wp-json/oembed/1.0/embed6bdb.json	(from https://www.muso.com/magazine/muso-retune-press-release/)
15:46:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:16:51%20GMT	https://www.muso.com/?p=689	www.muso.com/index1b7b.html	(from https://www.muso.com/magazine/muso-retune-press-release/)
15:46:53	2653/2653	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:16:52%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-retune-press-release%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed03ae	(from https://www.muso.com/magazine/muso-retune-press-release/)
15:46:54	2491/2491	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:16:53%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Faustralia-piracy-problem%2F	www.muso.com/wp-json/oembed/1.0/embed2f47.json	(from https://www.muso.com/magazine/australia-piracy-problem/)
15:46:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:16:54%20GMT	https://www.muso.com/?p=454	www.muso.com/index6353.html	(from https://www.muso.com/magazine/australia-piracy-problem/)
15:46:55	2575/2575	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:16:54%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Faustralia-piracy-problem%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed0ea7	(from https://www.muso.com/magazine/australia-piracy-problem/)
15:46:56	2494/2494	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:16:55%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Febook-self-publishers%2F	www.muso.com/wp-json/oembed/1.0/embed0be2.json	(from https://www.muso.com/magazine/ebook-self-publishers/)
15:46:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:16:56%20GMT	https://www.muso.com/?p=626	www.muso.com/indexe90e.html	(from https://www.muso.com/magazine/ebook-self-publishers/)
15:46:57	2578/2578	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:16:56%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Febook-self-publishers%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed086a	(from https://www.muso.com/magazine/ebook-self-publishers/)
15:46:58	2491/2491	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:16:57%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Ffans-heroes-music-piracy%2F	www.muso.com/wp-json/oembed/1.0/embedfa6f.json	(from https://www.muso.com/magazine/fans-heroes-music-piracy/)
15:46:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:16:58%20GMT	https://www.muso.com/?p=621	www.muso.com/indexb022.html	(from https://www.muso.com/magazine/fans-heroes-music-piracy/)
15:46:59	2575/2575	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:16:58%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Ffans-heroes-music-piracy%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed99f1	(from https://www.muso.com/magazine/fans-heroes-music-piracy/)
15:47:00	2449/2449	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:16:59%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fdenmark-television%2F	www.muso.com/wp-json/oembed/1.0/embed1e87.json	(from https://www.muso.com/magazine/denmark-television/)
15:47:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:00%20GMT	https://www.muso.com/?p=392	www.muso.com/indexead8.html	(from https://www.muso.com/magazine/denmark-television/)
15:47:01	2533/2533	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:00%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fdenmark-television%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embedaabd	(from https://www.muso.com/magazine/denmark-television/)
15:47:02	2412/2412	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:01%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fthe-indian-music%2F	www.muso.com/wp-json/oembed/1.0/embeddfa3.json	(from https://www.muso.com/magazine/the-indian-music/)
15:47:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:02%20GMT	https://www.muso.com/?p=612	www.muso.com/index4494.html	(from https://www.muso.com/magazine/the-indian-music/)
15:47:03	2496/2496	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:02%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fthe-indian-music%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embede70f	(from https://www.muso.com/magazine/the-indian-music/)
15:47:04	2369/2369	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:03%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fdmca-explained%2F	www.muso.com/wp-json/oembed/1.0/embed0789.json	(from https://www.muso.com/magazine/dmca-explained/)
15:47:04	28875/28875	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Aug%202018%2010:17:03%20GMT	https://www.muso.com/magazine/the-indian-music/gaana.com/	www.muso.com/magazine/the-indian-music/gaana.com/index.html	(from https://www.muso.com/magazine/the-indian-music/)
15:47:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:04%20GMT	https://www.muso.com/?p=554	www.muso.com/index0971.html	(from https://www.muso.com/magazine/dmca-explained/)
15:47:05	2453/2453	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:04%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fdmca-explained%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed0937	(from https://www.muso.com/magazine/dmca-explained/)
15:47:06	2484/2484	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:05%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-launches-vk-anti-piracy-takedown%2F	www.muso.com/wp-json/oembed/1.0/embede94b.json	(from https://www.muso.com/magazine/muso-launches-vk-anti-piracy-takedown/)
15:47:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:06%20GMT	https://www.muso.com/?p=559	www.muso.com/index45ff.html	(from https://www.muso.com/magazine/muso-launches-vk-anti-piracy-takedown/)
15:47:06	34512/34512	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:17:06%20GMT	https://www.muso.com/magazine/muso-reaches-landmark-anti-piracy-agreement-with-russian-social-networking-giant-vk-com/	www.muso.com/magazine/muso-reaches-landmark-anti-piracy-agreement-with-russian-social-networking-giant-vk-com/index.html	(from https://www.muso.com/magazine/muso-launches-vk-anti-piracy-takedown/)
15:47:06	34334/34334	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:17:06%20GMT	https://www.muso.com/magazine/online-anti-piracy-company-muso-conclude-deal-with-demon-music-group-dmg/	www.muso.com/magazine/online-anti-piracy-company-muso-conclude-deal-with-demon-music-group-dmg/index.html	(from https://www.muso.com/magazine/muso-launches-vk-anti-piracy-takedown/)
15:47:08	2568/2568	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:07%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-launches-vk-anti-piracy-takedown%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed9bd9	(from https://www.muso.com/magazine/muso-launches-vk-anti-piracy-takedown/)
15:47:09	2499/2499	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:08%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fthe-tale-of-150000-takedowns%2F	www.muso.com/wp-json/oembed/1.0/embedaf65.json	(from https://www.muso.com/magazine/the-tale-of-150000-takedowns/)
15:47:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:09%20GMT	https://www.muso.com/?p=563	www.muso.com/index03c9.html	(from https://www.muso.com/magazine/the-tale-of-150000-takedowns/)
15:47:10	2583/2583	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:09%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fthe-tale-of-150000-takedowns%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed29c5	(from https://www.muso.com/magazine/the-tale-of-150000-takedowns/)
15:47:10	34580/34580	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:17:09%20GMT	https://www.muso.com/magazine/muso-announces-partnership-with-europa-international-to-protect-european-film-titles-from-piracy/	www.muso.com/magazine/muso-announces-partnership-with-europa-international-to-protect-european-film-titles-from-piracy/index.html	(from https://www.muso.com/magazine/the-tale-of-150000-takedowns/)
15:47:11	2649/2649	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:10%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fcyberlocker-torrent-ugc-grey-market-how-do-you-protect-your-content%2F	www.muso.com/wp-json/oembed/1.0/embed4802.json	(from https://www.muso.com/magazine/cyberlocker-torrent-ugc-grey-market-how-do-you-protect-your-content/)
15:47:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:11%20GMT	https://www.muso.com/?p=553	www.muso.com/indexa7b7.html	(from https://www.muso.com/magazine/cyberlocker-torrent-ugc-grey-market-how-do-you-protect-your-content/)
15:47:12	2733/2733	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:11%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fcyberlocker-torrent-ugc-grey-market-how-do-you-protect-your-content%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed92be	(from https://www.muso.com/magazine/cyberlocker-torrent-ugc-grey-market-how-do-you-protect-your-content/)
15:47:13	2577/2577	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:12%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Finternet-piracys-double-standards-a-case-in-question%2F	www.muso.com/wp-json/oembed/1.0/embeda59e.json	(from https://www.muso.com/magazine/internet-piracys-double-standards-a-case-in-question/)
15:47:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:13%20GMT	https://www.muso.com/?p=567	www.muso.com/index246f.html	(from https://www.muso.com/magazine/internet-piracys-double-standards-a-case-in-question/)
15:47:14	2663/2663	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:13%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Finternet-piracys-double-standards-a-case-in-question%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embedd380	(from https://www.muso.com/magazine/internet-piracys-double-standards-a-case-in-question/)
15:47:14	35012/35012	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:17:13%20GMT	https://www.muso.com/magazine/musos-anti-piracy-market-revolution-continues-for-leading-music-artists-film-studios-globally/	www.muso.com/magazine/musos-anti-piracy-market-revolution-continues-for-leading-music-artists-film-studios-globally/index.html	(from https://www.muso.com/magazine/internet-piracys-double-standards-a-case-in-question/)
15:47:15	2595/2595	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:14%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fgoogle-some-anti-piracy-groups-inadvertently-aiding-piracy%2F	www.muso.com/wp-json/oembed/1.0/embed957a.json	(from https://www.muso.com/magazine/google-some-anti-piracy-groups-inadvertently-aiding-piracy/)
15:47:16	2679/2679	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:15%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fgoogle-some-anti-piracy-groups-inadvertently-aiding-piracy%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed9d7e	(from https://www.muso.com/magazine/google-some-anti-piracy-groups-inadvertently-aiding-piracy/)
15:47:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:15%20GMT	https://www.muso.com/?p=217	www.muso.com/indexc094.html	(from https://www.muso.com/magazine/google-some-anti-piracy-groups-inadvertently-aiding-piracy/)
15:47:17	2479/2479	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:16%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fprotecting-the-uks-top-ten-albums%2F	www.muso.com/wp-json/oembed/1.0/embedcc17.json	(from https://www.muso.com/magazine/protecting-the-uks-top-ten-albums/)
15:47:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:17%20GMT	https://www.muso.com/?p=561	www.muso.com/index4e57.html	(from https://www.muso.com/magazine/protecting-the-uks-top-ten-albums/)
15:47:18	2565/2565	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:17%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fprotecting-the-uks-top-ten-albums%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed172b	(from https://www.muso.com/magazine/protecting-the-uks-top-ten-albums/)
15:47:18	34275/34275	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:17:17%20GMT	https://www.muso.com/magazine/muso-tnt-rebrands-as-muso-expands-online-anti-piracy-services/	www.muso.com/magazine/muso-tnt-rebrands-as-muso-expands-online-anti-piracy-services/index.html	(from https://www.muso.com/magazine/protecting-the-uks-top-ten-albums/)
15:47:19	34561/34561	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:17:19%20GMT	https://www.muso.com/magazine/how-megaupload-scooped-your-bottom-line/	www.muso.com/magazine/how-megaupload-scooped-your-bottom-line/index.html	(from https://www.muso.com/category/article/page/3/)
15:47:19	35009/35009	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Aug%202018%2010:17:19%20GMT	https://www.muso.com/magazine/why-anti-piracy-automation-is-crucial/	www.muso.com/magazine/why-anti-piracy-automation-is-crucial/index.html	(from https://www.muso.com/category/article/page/3/)
15:47:20	226000/226000	---M--	200	added ('OK')	image/jpeg	etag:%2259b95af7-372d0%22	https://www.muso.com/wp-content/uploads/2012/04/shutterstock_203213842.jpg	www.muso.com/wp-content/uploads/2012/04/shutterstock_203213842.jpg	(from https://www.muso.com/category/article/page/3/)
15:47:20	2579/2579	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:19%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-revolutionizes-self-publishing-anti-piracy-products%2F	www.muso.com/wp-json/oembed/1.0/embed0f26.json	(from https://www.muso.com/magazine/muso-revolutionizes-self-publishing-anti-piracy-products/)
15:47:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:20%20GMT	https://www.muso.com/?p=716	www.muso.com/index7e39.html	(from https://www.muso.com/magazine/muso-revolutionizes-self-publishing-anti-piracy-products/)
15:47:21	2663/2663	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:20%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-revolutionizes-self-publishing-anti-piracy-products%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embedd17f	(from https://www.muso.com/magazine/muso-revolutionizes-self-publishing-anti-piracy-products/)
15:47:22	2594/2594	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:21%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-debuting-retune-to-indie-labels-at-aim-music-connected%2F	www.muso.com/wp-json/oembed/1.0/embedac46.json	(from https://www.muso.com/magazine/muso-debuting-retune-to-indie-labels-at-aim-music-connected/)
15:47:23	2678/2678	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:22%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-debuting-retune-to-indie-labels-at-aim-music-connected%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed1a71	(from https://www.muso.com/magazine/muso-debuting-retune-to-indie-labels-at-aim-music-connected/)
15:47:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:22%20GMT	https://www.muso.com/?p=723	www.muso.com/indexe01d.html	(from https://www.muso.com/magazine/muso-debuting-retune-to-indie-labels-at-aim-music-connected/)
15:47:24	2639/2639	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:23%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-to-unveil-industry-first-global-piracy-audience-trends-at-miptv%2F	www.muso.com/wp-json/oembed/1.0/embed0b32.json	(from https://www.muso.com/magazine/muso-to-unveil-industry-first-global-piracy-audience-trends-at-miptv/)
15:47:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:24%20GMT	https://www.muso.com/?p=714	www.muso.com/index2df9.html	(from https://www.muso.com/magazine/muso-to-unveil-industry-first-global-piracy-audience-trends-at-miptv/)
15:47:25	2723/2723	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:24%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-to-unveil-industry-first-global-piracy-audience-trends-at-miptv%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed642b	(from https://www.muso.com/magazine/muso-to-unveil-industry-first-global-piracy-audience-trends-at-miptv/)
15:47:26	2604/2604	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:25%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-to-reveal-piracy-trends-data-on-mena-audiences-at-cabsat%2F	www.muso.com/wp-json/oembed/1.0/embed3e94.json	(from https://www.muso.com/magazine/muso-to-reveal-piracy-trends-data-on-mena-audiences-at-cabsat/)
15:47:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:26%20GMT	https://www.muso.com/?p=693	www.muso.com/index61f2.html	(from https://www.muso.com/magazine/muso-to-reveal-piracy-trends-data-on-mena-audiences-at-cabsat/)
15:47:27	2688/2688	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:26%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-to-reveal-piracy-trends-data-on-mena-audiences-at-cabsat%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embeda4ed	(from https://www.muso.com/magazine/muso-to-reveal-piracy-trends-data-on-mena-audiences-at-cabsat/)
15:47:28	2574/2574	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:27%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-opens-interactive-pop-up-space-at-mipcom-in-cannes%2F	www.muso.com/wp-json/oembed/1.0/embedcd2b.json	(from https://www.muso.com/magazine/muso-opens-interactive-pop-up-space-at-mipcom-in-cannes/)
15:47:29	2658/2658	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:28%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-opens-interactive-pop-up-space-at-mipcom-in-cannes%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed73e9	(from https://www.muso.com/magazine/muso-opens-interactive-pop-up-space-at-mipcom-in-cannes/)
15:47:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:28%20GMT	https://www.muso.com/?p=577	www.muso.com/indexe7fb.html	(from https://www.muso.com/magazine/muso-opens-interactive-pop-up-space-at-mipcom-in-cannes/)
15:47:30	2509/2509	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:29%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-names-davide-castorina-as-france-head%2F	www.muso.com/wp-json/oembed/1.0/embeda578.json	(from https://www.muso.com/magazine/muso-names-davide-castorina-as-france-head/)
15:47:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:30%20GMT	https://www.muso.com/?p=583	www.muso.com/index61a9.html	(from https://www.muso.com/magazine/muso-names-davide-castorina-as-france-head/)
15:47:31	2593/2593	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:30%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-names-davide-castorina-as-france-head%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embed8ddf	(from https://www.muso.com/magazine/muso-names-davide-castorina-as-france-head/)
15:47:32	2539/2539	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:31%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-names-kobalt-entertainment-as-italy-partner%2F	www.muso.com/wp-json/oembed/1.0/embed28b0.json	(from https://www.muso.com/magazine/muso-names-kobalt-entertainment-as-italy-partner/)
15:47:33	2623/2623	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Aug%202018%2010:17:32%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-names-kobalt-entertainment-as-italy-partner%2F&format=xml	www.muso.com/wp-json/oembed/1.0/embedbade	(from https://www.muso.com/magazine/muso-names-kobalt-entertainment-as-italy-partner/)
15:47:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Aug%202018%2010:17:32%20GMT	https://www.muso.com/?p=581	www.muso.com/index84df.html	(from https://www.muso.com/magazine/muso-names-kobalt-entertainment-as-italy-partner/)
15:47:34	2499/2499	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Aug%202018%2010:17:33%20GMT	https://www.muso.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.muso.com%2Fmagazine%2Fmuso-welcomes-new-head-of-music-services%2F	www.muso.com/wp-json/oembed/1.0/embed56ab.json	(from https://www.muso.com/magazine/muso-welcomes-new-head-of-music-services/)
